# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P25635	uniprotkb:Q06287	uniprotkb:P25633|uniprotkb:P25636|uniprotkb:D6VR63|intact:EBI-14332|uniprotkb:P25635	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:pwp2_yeast(display_short)|psi-mi:Periodic tryptophan protein 2(display_long)|uniprotkb:PWP2(gene name)|uniprotkb:U three protein 1(gene name synonym)|uniprotkb:U3 small nucleolar RNA-associated protein 1(gene name synonym)|uniprotkb:YCR55C/YCR57C/YCR58C(orf name)|uniprotkb:YCR057C(locus name)|uniprotkb:UTP1(gene name synonym)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52385302|imex:IM-29986-511	intact-miscore:0.64
uniprotkb:P46948	uniprotkb:Q06287	uniprotkb:D6VUX7|intact:EBI-1788|uniprotkb:P46948	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:rrp41_yeast(display_short)|psi-mi:Exosome complex component SKI6(display_long)|uniprotkb:SKI6(gene name)|uniprotkb:RRP41(gene name synonym)|uniprotkb:Extracellular mutant protein 20(gene name synonym)|uniprotkb:Superkiller protein 6(gene name synonym)|uniprotkb:Ribosomal RNA-processing protein 41(gene name synonym)|uniprotkb:ECM20(gene name synonym)|uniprotkb:G7587(orf name)|uniprotkb:YGR195W(locus name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52384537|imex:IM-29986-477	intact-miscore:0.35
uniprotkb:P25635	uniprotkb:Q06287	uniprotkb:P25633|uniprotkb:P25636|uniprotkb:D6VR63|intact:EBI-14332|uniprotkb:P25635	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:pwp2_yeast(display_short)|psi-mi:Periodic tryptophan protein 2(display_long)|uniprotkb:PWP2(gene name)|uniprotkb:U three protein 1(gene name synonym)|uniprotkb:U3 small nucleolar RNA-associated protein 1(gene name synonym)|uniprotkb:YCR55C/YCR57C/YCR58C(orf name)|uniprotkb:YCR057C(locus name)|uniprotkb:UTP1(gene name synonym)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Grandi P. et al.(2002)	intact:EBI-1992171|pubmed:12150911	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-619278	intact-miscore:0.64
uniprotkb:P42945	uniprotkb:Q06287	uniprotkb:D6VW75|intact:EBI-1884|uniprotkb:P42945	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:utp10_yeast(display_short)|psi-mi:U3 small nucleolar RNA-associated protein 10(display_long)|uniprotkb:UTP10(gene name)|uniprotkb:YJL109C(locus name)|uniprotkb:J0808(orf name)|uniprotkb:U3 protein 10 required for transcription(gene name synonym)|uniprotkb:U three protein 10(gene name synonym)|uniprotkb:t-UTP10(gene name synonym)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Grandi P. et al.(2002)	intact:EBI-1992171|pubmed:12150911	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-619919	intact-miscore:0.64
uniprotkb:Q06631	uniprotkb:Q06287	uniprotkb:Q66RD8|uniprotkb:D6VSS8|intact:EBI-36432|uniprotkb:Q06631	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bfr2_yeast(display_short)|psi-mi:Protein BFR2(display_long)|uniprotkb:Brefeldin A resistance protein 2(gene name synonym)|uniprotkb:YDR299W(locus name)|uniprotkb:BFR2(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0363"(inferred by author)	Gavin AC. et al.(2006)	intact:EBI-1991087|pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-816238	intact-miscore:0.62
uniprotkb:Q06631	uniprotkb:Q06287	uniprotkb:Q66RD8|uniprotkb:D6VSS8|intact:EBI-36432|uniprotkb:Q06631	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bfr2_yeast(display_short)|psi-mi:Protein BFR2(display_long)|uniprotkb:Brefeldin A resistance protein 2(gene name synonym)|uniprotkb:YDR299W(locus name)|uniprotkb:BFR2(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0363"(inferred by author)	Gavin AC. et al.(2006)	intact:EBI-1991087|pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-817197	intact-miscore:0.62
uniprotkb:Q06631	uniprotkb:Q06287	uniprotkb:Q66RD8|uniprotkb:D6VSS8|intact:EBI-36432|uniprotkb:Q06631	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bfr2_yeast(display_short)|psi-mi:Protein BFR2(display_long)|uniprotkb:Brefeldin A resistance protein 2(gene name synonym)|uniprotkb:YDR299W(locus name)|uniprotkb:BFR2(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0363"(inferred by author)	Gavin AC. et al.(2006)	intact:EBI-1991087|pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-813222	intact-miscore:0.62
uniprotkb:Q06631	uniprotkb:Q06287	uniprotkb:Q66RD8|uniprotkb:D6VSS8|intact:EBI-36432|uniprotkb:Q06631	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bfr2_yeast(display_short)|psi-mi:Protein BFR2(display_long)|uniprotkb:Brefeldin A resistance protein 2(gene name synonym)|uniprotkb:YDR299W(locus name)|uniprotkb:BFR2(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0363"(inferred by author)	Gavin AC. et al.(2006)	intact:EBI-1991087|pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-813918	intact-miscore:0.62
uniprotkb:Q06631	uniprotkb:Q06287	uniprotkb:Q66RD8|uniprotkb:D6VSS8|intact:EBI-36432|uniprotkb:Q06631	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bfr2_yeast(display_short)|psi-mi:Protein BFR2(display_long)|uniprotkb:Brefeldin A resistance protein 2(gene name synonym)|uniprotkb:YDR299W(locus name)|uniprotkb:BFR2(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0363"(inferred by author)	Gavin AC. et al.(2006)	intact:EBI-1991087|pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-813358	intact-miscore:0.62
uniprotkb:Q06631	uniprotkb:Q06287	uniprotkb:Q66RD8|uniprotkb:D6VSS8|intact:EBI-36432|uniprotkb:Q06631	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bfr2_yeast(display_short)|psi-mi:Protein BFR2(display_long)|uniprotkb:Brefeldin A resistance protein 2(gene name synonym)|uniprotkb:YDR299W(locus name)|uniprotkb:BFR2(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0363"(inferred by author)	Gavin AC. et al.(2006)	intact:EBI-1991087|pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-818900	intact-miscore:0.62
uniprotkb:Q06631	uniprotkb:Q06287	uniprotkb:Q66RD8|uniprotkb:D6VSS8|intact:EBI-36432|uniprotkb:Q06631	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bfr2_yeast(display_short)|psi-mi:Protein BFR2(display_long)|uniprotkb:Brefeldin A resistance protein 2(gene name synonym)|uniprotkb:YDR299W(locus name)|uniprotkb:BFR2(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0363"(inferred by author)	Gavin AC. et al.(2006)	intact:EBI-1991087|pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-819221	intact-miscore:0.62
uniprotkb:P52927	uniprotkb:O35130	uniprotkb:Q3UQW0|ensembl:ENSMUSP00000072556.8|intact:EBI-912574|uniprotkb:P52927	uniprotkb:O35130|intact:EBI-9989709|ensembl:ENSMUSP00000004379.6	psi-mi:hmga2_mouse(display_short)|psi-mi:High mobility group protein HMGI-C(display_long)|uniprotkb:Hmga2(gene name)|uniprotkb:Hmgic(gene name synonym)|uniprotkb:High mobility group AT-hook protein 2(gene name synonym)	psi-mi:nep1_mouse(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Grcc2f(gene name synonym)|uniprotkb:C2F(gene name synonym)	psi-mi:"MI:0096"(pull down)	Singh I. et al.(2015)	intact:EBI-9985175|pubmed:26045162|imex:IM-23312	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-9986179|imex:IM-23312-1	intact-miscore:0.35
uniprotkb:Q15006	uniprotkb:Q92979	uniprotkb:Q8WUE1|ensembl:ENSP00000220853.3|intact:EBI-359031|uniprotkb:Q15006	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:emc2_human(display_short)|psi-mi:ER membrane protein complex subunit 2(display_long)|uniprotkb:EMC2(gene name)|uniprotkb:Tetratricopeptide repeat protein 35(gene name synonym)|uniprotkb:TTC35(gene name synonym)|uniprotkb:KIAA0103(gene name synonym)|IntAct:EMC2(author assigned name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hein MY. et al.(2015)	intact:EBI-10888342|pride:PXD002829|pride:PXD002815|doi:10.1016/j.cell.2015.09.053|pubmed:26496610|imex:IM-24272	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-11130215|imex:IM-24272-1052	intact-miscore:0.35
uniprotkb:P23116	uniprotkb:Q92979	uniprotkb:E9QQ50|uniprotkb:Q62162|uniprotkb:Q60697|ensembl:ENSMUSP00000025955.7|intact:EBI-2552342|uniprotkb:P23116	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:eif3a_mouse(display_short)|psi-mi:Eukaryotic translation initiation factor 3 subunit A(display_long)|uniprotkb:EIF3A(gene name)|uniprotkb:Centrosomin(gene name synonym)|uniprotkb:p162(gene name synonym)|uniprotkb:eIF3 p185(gene name synonym)|uniprotkb:eIF3 p180(gene name synonym)|uniprotkb:eIF3 p167(gene name synonym)|uniprotkb:eIF-3-theta(gene name synonym)|uniprotkb:Eukaryotic translation initiation factor 3 subunit 10(gene name synonym)|uniprotkb:EIF3S10(gene name synonym)|uniprotkb:Eif3(gene name synonym)|uniprotkb:Csma(gene name synonym)|IntAct:EIF3A(author assigned name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hein MY. et al.(2015)	intact:EBI-10888342|pride:PXD002829|pride:PXD002815|doi:10.1016/j.cell.2015.09.053|pubmed:26496610|imex:IM-24272	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-11020127|imex:IM-24272-183	intact-miscore:0.35
uniprotkb:Q06287	uniprotkb:O15209	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:Q5HYV4|uniprotkb:Q5STL0|uniprotkb:Q5STR7|uniprotkb:Q8WV82|uniprotkb:B0V007|ensembl:ENSP00000372683.4|ensembl:ENSP00000388191.2|ensembl:ENSP00000393514.2|ensembl:ENSP00000396292.2|ensembl:ENSP00000404403.1|ensembl:ENSP00000407545.2|intact:EBI-723574|uniprotkb:O15209	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:zbt22_human(display_short)|psi-mi:Zinc finger and BTB domain-containing protein 22(display_long)|uniprotkb:ZBTB22(gene name)|uniprotkb:ZNF297(gene name synonym)|uniprotkb:ZBTB22A(gene name synonym)|uniprotkb:BING1(gene name synonym)|uniprotkb:Zinc finger and BTB domain-containing protein 22A(gene name synonym)|uniprotkb:Zinc finger protein 297(gene name synonym)|uniprotkb:Protein BING1(gene name synonym)	psi-mi:"MI:1356"(validated two hybrid)	Zhong Q et al.(2015)	intact:EBI-11464779|pubmed:27107014|imex:IM-24995	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-11550920|imex:IM-24995-3301	intact-miscore:0.56
uniprotkb:Q92979	uniprotkb:Q9H5H4	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	uniprotkb:Q569L7|uniprotkb:Q96CX4|ensembl:ENSP00000369777.5|intact:EBI-1210580|uniprotkb:Q9H5H4	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)|IntAct:EMG1(author assigned name)|IntAct:"CCSB ORF ID: 13283"(author assigned name)	psi-mi:zn768_human(display_short)|psi-mi:Zinc finger protein 768(display_long)|uniprotkb:ZNF768(gene name)|IntAct:ZNF768(author assigned name)|IntAct:"CCSB ORF ID: 2974"(author assigned name)	psi-mi:"MI:1356"(validated two hybrid)	Luck K. et al.(2017)	intact:EBI-11784632|pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-25275261|imex:IM-25472-161066	intact-miscore:0.56
uniprotkb:Q7Z6M3	uniprotkb:Q92979	ensembl:ENSP00000480749.1|ensembl:ENSP00000482801.1|ensembl:ENSP00000520795.1|ensembl:ENSP00000520797.1|ensembl:ENSP00000520798.1|uniprotkb:A1L458|uniprotkb:B4DUS1|uniprotkb:B7ZM50|uniprotkb:B9EGN0|uniprotkb:D6RUW6|uniprotkb:D6RUW8|intact:EBI-18391669|uniprotkb:Q7Z6M3	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:milr1_human(display_short)|psi-mi:Allergin-1(display_long)|uniprotkb:MILR1(gene name)|uniprotkb:MCA32(gene name synonym)|uniprotkb:C17orf60(gene name synonym)|uniprotkb:Mast cell immunoglobulin-like receptor 1(gene name synonym)|uniprotkb:Mast cell antigen 32(gene name synonym)|uniprotkb:Allergy inhibitory receptor 1(gene name synonym)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-54829616|imex:IM-29278-18363	intact-miscore:0.35
